class,split,feature1,feature2
red,train,0.7634086508442355,0.3147104993460239
blue,train,0.5258903203640093,0.899449732989683
red,train,0.9634264827252683,0.9074085283839587
blue,train,0.45359851761926406,0.7275382236414912
blue,train,0.6835295398540995,0.1798681441596388
red,train,0.19665531637426048,0.810555789318756
red,train,0.27321926134913554,0.8353840263485239
blue,train,0.6521068246750382,0.8324118464312966
red,train,0.17660474004980486,0.8239186284489387
red,train,0.0202868593751514,0.16459382184250781
red,train,0.9114584057393492,0.069887270789186
blue,train,0.6956650959238154,0.9890809354641811
red,train,0.9551660499902253,0.7294961465068497
blue,train,0.6796580082938938,0.6453030738349627
red,train,0.9217472713788252,0.06710809691169717
red,train,0.17632748391749642,0.6043841670173098
blue,train,0.48425388485344434,0.6838641036431613
red,train,0.13703870529014683,0.6014499850298058
red,train,0.26440630152134437,0.8681751582560345
blue,train,0.6489191241406281,0.6575517342948023
blue,train,0.4657374987334175,0.14296699609789998
red,train,0.0970685164967231,0.715463124332579
blue,train,0.44036055673422136,0.004341969828760117
red,train,0.018017029779044957,0.5248138278302804
red,train,0.021470198075503544,0.5736076373148736
red,train,0.2639976621523995,0.3357177468577659
red,train,0.2254574393789852,0.8898752763843533
blue,train,0.4391879936069586,0.8768471324303626
red,train,0.13711373963891638,0.43774493003868686
red,train,0.7723147256779493,0.7020116236655514
blue,train,0.3791421928509805,0.6143732647492406
red,train,0.10842921761294855,0.13975338095411727
blue,train,0.6314856228449427,0.10152739019102297
blue,train,0.3206921960005008,0.36001543419068915
blue,train,0.3307379254690096,0.6872223785219569
blue,train,0.3866436099632591,0.012150484940875561
red,train,0.9050570126607446,0.39005238852104507
blue,train,0.6845047769777318,0.42214926743228887
red,train,0.9826686108991677,0.5071822149228
blue,train,0.695869882275136,0.5865514739257911
red,train,0.28587894331235353,0.7107424296775429
blue,train,0.6468170093388251,0.37767680461915376
red,train,0.18937270993351496,0.11383646100877964
red,train,0.04178651512018383,0.002754485165175069
blue,train,0.30324174642303925,0.4446339815006498
red,train,0.22338003428147712,0.3028488575984474
blue,train,0.4375733560719568,0.49521799236109054
red,train,0.8498714521963908,0.9197793313446393
blue,train,0.3649780136282086,0.07779420151106453
red,train,0.23084761454409386,0.3143405910488418
red,train,0.20445600477041892,0.16523802480591687
red,train,0.2691009676464091,0.056529348639443144
red,train,0.1931186246215375,0.1593875312545081
red,train,0.24975109428629638,0.28014033138676475
blue,train,0.42882313255650795,0.7456875508937133
red,train,0.9310742806485478,0.2953262147635607
red,train,0.9749237873140064,0.010583781109852142
red,train,0.795204700324072,0.18747992575428996
blue,train,0.6320833416920083,0.8411042347538927
blue,train,0.5270903390591237,0.114140958901778
blue,train,0.30100084169408836,0.551928062166091
blue,train,0.5512846760948877,0.13510325803969592
red,train,0.8957575555748056,0.5728647720330536
red,train,0.8922510124354197,0.17189322852735778
blue,train,0.40458248626367177,0.6097930624611712
red,train,0.09753923637997164,0.809499657365441
blue,train,0.5880351307509503,0.5653251048947999
blue,train,0.4150266525600874,0.9705582849438817
red,train,0.9514002833728331,0.8556163954529994
red,train,0.9148423206346402,0.6967485461984495
blue,train,0.697866056957333,0.9043439901716235
blue,train,0.4195243135998452,0.8891105675132698
red,train,0.9010681865845874,0.14345888666226292
blue,train,0.6454833719938515,0.8235785162867151
blue,train,0.5487926597947351,0.5893294346291739
blue,train,0.4265551683986861,0.17416776512722099
red,train,0.1598310407939354,0.5191622521932714
red,train,0.21440109881772762,0.7103729321697381
blue,train,0.5883900950412582,0.9824739318242888
red,train,0.14136995693768917,0.017883603803435122
red,train,0.76346514902282,0.05175758306043832
red,train,0.8625714208591743,0.6025585754949211
red,train,0.9193461518542073,0.6742742488112735
blue,train,0.5372121881974958,0.8274440348912349
red,train,0.2846102097075228,0.43118865228551995
red,train,0.2841057960809873,0.4079420581845754
blue,train,0.6155177915797674,0.2376685988956111
blue,train,0.35652201652351057,0.5863149732474913
red,train,0.8393876998888086,0.6949204421434328
red,train,0.19895670655651165,0.5206068756166353
red,train,0.7176320955366938,0.4143915790820424
red,train,0.12228858581270075,0.8178474049011164
red,train,0.7316044014484684,0.8777271390759597
red,train,0.9070004939754777,0.34437068492249967
blue,train,0.5931977070545039,0.6989290042136687
blue,train,0.4404529616643327,0.31111635586606534
red,train,0.150538084813572,0.3087599131942952
red,train,0.21635942489523774,0.6456001854218564
red,train,0.11698815199726131,0.6226362092876815
red,train,0.0921443609310243,0.8846506706653727
blue,train,0.570797131542173,0.009879677898203654
red,train,0.7478411311036145,0.3004172061595073
blue,train,0.5928476552265523,0.7863141876124755
red,train,0.04726885253902513,0.49540191924615573
red,train,0.005969833138508407,0.7549769182923053
red,train,0.1513515819018859,0.7509354890949171
blue,train,0.3896905874497012,0.020143100582102447
blue,train,0.4446034906683005,0.025183702953877285
red,train,0.834904228458098,0.10506375342567675
blue,train,0.3367904891204814,0.718217335657908
red,train,0.7065873410408875,0.6670839977836064
red,train,0.9685115915066629,0.17647484324065343
red,train,0.08837165212174336,0.09459191862783489
blue,train,0.549169531874227,0.2393132017050722
blue,train,0.48832308472931907,0.2848403054149229
red,train,0.09470291934250152,0.7709443498012514
red,train,0.776719113736784,0.44556644717724037
blue,train,0.6260253354577303,0.07900745240241269
red,train,0.9800438505342989,0.5902040045210476
blue,train,0.589515692193507,0.8034312592467935
blue,train,0.40887457133849503,0.12536820249565206
blue,train,0.32233683356945664,0.3494452668968404
red,train,0.9110320028569375,0.6787159638096802
blue,train,0.3878513658414653,0.5015767380825115
blue,train,0.3227540277910099,0.8010164857352664
red,train,0.03643451716272739,0.42809322191953914
blue,train,0.6581061393353141,0.9207574462736171
blue,train,0.4512207563534203,0.061445019593216466
red,train,0.9338096388778113,0.11746783630820545
red,train,0.13314434228939231,0.4851093800453802
blue,train,0.49734785506275403,0.613353074116451
red,train,0.8599859725077055,0.7502798789300803
red,train,0.1700573744607018,0.7758645503782138
red,train,0.23063457460225345,0.7991488061805359
red,train,0.785109901283102,0.5377079980439498
blue,train,0.697198471783375,0.5555907746117683
red,train,0.8832197113665542,0.06310297694945244
blue,train,0.6587039061485047,0.5352437994111594
blue,train,0.37703734481288453,0.990487987597531
blue,train,0.3342054274922297,0.28120189194822476
blue,train,0.3460814100427404,0.2770434119003492
blue,train,0.41718504377772103,0.1870442293110698
red,train,0.2592533554491132,0.7385515670340558
blue,train,0.599339108633688,0.4331335279573374
blue,train,0.33928005083116075,0.46571961211807766
blue,train,0.6996046418737194,0.20307651173490093
blue,train,0.5066161808258272,0.42769396810435134
red,train,0.038320577153306834,0.12444235355195377
blue,train,0.647968965692667,0.5956855348475344
blue,train,0.5326885706791283,0.8021794462937273
red,train,0.1602725700847728,0.8255397822090719
red,train,0.7270100157020843,0.40378229097506735
blue,train,0.4641684357428456,0.22960610558942296
red,train,0.26430204855190187,0.8682575647726828
red,train,0.19180092513506752,0.31598204236935257
red,train,0.11619096395609285,0.1433604154240402
blue,train,0.5438477684326916,0.6008753798410612
blue,train,0.4844421037146519,0.8749843164345376
blue,train,0.6942589215917779,0.8785712124970528
red,train,0.7460473826499094,0.7913918331627886
red,train,0.8776512362164764,0.10409798870751541
blue,train,0.4603871804844989,0.7330470896376242
red,train,0.7731238297037889,0.04202679803998277
red,train,0.9355897046572608,0.8589564704831734
blue,train,0.46696234259483427,0.5321602050261692
red,train,0.05153324487698974,0.6372935960582155
blue,train,0.3406151396299866,0.6129491981241894
blue,train,0.4730383243368411,0.8384812504917162
red,train,0.2742937459032935,0.3683518835792088
blue,train,0.3527215722820388,0.2030616165907132
blue,train,0.6356977691160881,0.724846028552182
blue,train,0.35863651003803065,0.895317132182588
red,train,0.1655559266995773,0.5388823605231616
red,train,0.7996567754996734,0.3898790263148888
blue,train,0.3570025684056174,0.8163063945534561
blue,train,0.4564003431800645,0.5871888288966958
red,train,0.83258456096353,0.07707907639528666
red,train,0.9130520046779275,0.42248212691686327
blue,train,0.5612038052358382,0.673977005743629
blue,train,0.6627991707133819,0.9988214046791132
red,train,0.9878569503936083,0.677723040903053
blue,train,0.662197884357553,0.7632284045305165
blue,train,0.5894898659859711,0.590528771066092
blue,train,0.5973324462308712,0.11977507190454773
red,train,0.8918749739383717,0.8329218781652394
blue,train,0.348509620876711,0.11666038960888159
red,train,0.7425677712823749,0.9754324521282872
red,train,0.7150466717029266,0.14020046116839702
red,train,0.7974149565415318,0.6496726513744737
blue,train,0.46346974752811076,0.3668716807781627
red,train,0.22473930487280602,0.5603727393574701
red,train,0.011150146441845976,0.9460014645087262
blue,train,0.46255047037103203,0.36089800310142084
red,train,0.2502767981017514,0.28984493578564186
blue,train,0.37184657056666404,0.9364580693734672
red,train,0.21990315526102933,0.8258656333417596
blue,train,0.6893737944861449,0.13665530509805202
red,train,0.7506618389209629,0.9478081331510421
red,train,0.07971991250138455,0.6702790388602882
blue,train,0.4390192112638418,0.1156194840270246
red,train,0.09806963420837367,0.9449080656228066
blue,train,0.3063067316243423,0.665627026567674
blue,train,0.3610918889987078,0.3053642267194897
red,train,0.7594579605790803,0.19164105349792293
blue,train,0.5274647581974858,0.5620427931542059
blue,train,0.6404665067251524,0.13215751747449112
blue,train,0.5424722310359745,0.98469542000526
blue,train,0.4628131511549327,0.3910720912788992
red,train,0.060526493944151216,0.0007784052470549696
red,train,0.15631287674631977,0.4255511940938842
red,train,0.8100131315519845,0.9201731383773022
red,train,0.9261345211614818,0.15191831259177746
red,train,0.0009033309308122961,0.21671745627631278
blue,train,0.6906826443730171,0.6940065144168166
red,train,0.09438219309530116,0.8788790372018604
red,train,0.14305129169291886,0.19113019992467895
blue,train,0.5487071705411584,0.8647535844894539
red,train,0.950170947062908,0.42125651905657047
blue,train,0.5957583356794833,0.620792451838864
blue,train,0.35364256212620704,0.8548508330632877
blue,train,0.3235779468118588,0.4309994102255823
red,train,0.05963962250639332,0.4507881638232457
blue,train,0.6593179273398466,0.367481008010101
red,train,0.7559744454942163,0.20805660478826515
red,train,0.9589560907685417,0.012289747312719368
blue,train,0.6086584155628624,0.4694744926822322
red,train,0.9265999758211988,0.05556160605430893
red,train,0.9364161253050576,0.2491422482735689
red,train,0.8751831374663878,0.4151901213575825
blue,train,0.6960907577404454,0.10772693997647942
blue,train,0.3716201574810891,0.8975832745888582
blue,train,0.4116016921240355,0.3881054594162746
red,train,0.8228133033056811,0.9485048281190018
blue,train,0.4877882746974941,0.871397313795538
red,train,0.8799620442402811,0.19872421850809197
red,train,0.7544335120627322,0.4343342250029423
red,train,0.13324116505152594,0.9553076228282269
red,train,0.9136904042895043,0.8237645501720581
blue,train,0.4953881717302878,0.2504662219717584
red,train,0.9477146731720452,0.9538321847419324
red,train,0.8092699102762207,0.04610909345857128
red,train,0.7280480725442097,0.639268316879687
blue,train,0.6904144086614391,0.7207482922349988
blue,train,0.66646641200428,0.5449200093990958
red,train,0.21076910984456754,0.23961625955181265
red,train,0.1416900234886086,0.3595924751897357
red,train,0.9435093671481655,0.3756957386311889
blue,train,0.4051566643306156,0.527793516451171
red,train,0.02506839310078235,0.2121141468450859
blue,train,0.5132941672507341,0.7080381474335719
red,train,0.7701444252379661,0.9401962033004421
blue,train,0.38484100120270215,0.33516419629943217
blue,train,0.30531040708134005,0.7140142858214579
blue,train,0.5259387994489969,0.24055359897252482
red,train,0.2219875331549337,0.8767492041680597
red,train,0.8835499948060038,0.3657612471236851
red,train,0.22222882135075805,0.9692095790348038
red,train,0.8910844465152523,0.8412882598884509
blue,train,0.4390864272068874,0.01803311615282943
red,train,0.9233409220347644,0.4391456907744885
red,train,0.9605140196960672,0.33553467327216513
red,train,0.7030757716524377,0.4560195556130834
blue,train,0.6935015352231864,0.4040970395326876
red,train,0.9075374805037598,0.44372135034113913
red,train,0.802860438082615,0.5532400099145864
red,train,0.9998178599848585,0.9659787185763443
red,train,0.18511344469763558,0.02775958139926815
blue,train,0.57563471503609,0.4945200057573672
red,train,0.05214140185512772,0.22443239955089223
red,train,0.8054081104696955,0.2544331630581286
blue,train,0.3812912589143803,0.15401545646263537
red,train,0.7543772828885976,0.3068343634378079
red,train,0.17611323875003826,0.04023063933251014
blue,train,0.4983492193799075,0.19836156157282225
red,train,0.06186967949951594,0.3401281255112889
red,train,0.001697767043151055,0.26352191123611124
red,train,0.7721501724521572,0.8771511823626579
blue,train,0.6052883305683604,0.19611864507830168
red,train,0.8995534103108267,0.9175482362798197
red,train,0.07280185263994166,0.4612364451376819
blue,train,0.6297539396372103,0.6500940787328062
red,train,0.7579265074184557,0.28358050992757566
blue,train,0.30041496525861344,0.6432031279698406
red,train,0.7779178252282827,0.17403037544208866
red,train,0.9896153154587429,0.2819430808240645
blue,train,0.3261506211393288,0.9417998876443198
red,train,0.8672269853980732,0.6383071547430798
red,train,0.9573452728578008,0.5378004933547413
red,train,0.7794943496896156,0.11448247179938842
red,train,0.9624830837373092,0.8331550738813543
red,train,0.2517183333932198,0.0603153008600521
red,train,0.2315454486054349,0.43490085670196454
red,train,0.7019921946196446,0.426591388059229
red,train,0.8009925380997697,0.2839020918309545
blue,train,0.6957651948879136,0.13227605595474268
red,train,0.7425481753488997,0.32636568397199317
red,train,0.7699418607138117,0.06046130518148529
red,train,0.8504822174755975,0.9618658744537818
red,train,0.8547968514860909,0.09330650459682432
blue,train,0.5617823518632985,0.37217194065141934
red,train,0.7588163036616556,0.9245020808466016
red,train,0.0009720704144859926,0.06168243080682523
red,train,0.9582031836903947,0.11033462252913884
blue,train,0.3584544220766823,0.03763661904040183
red,train,0.16865810649961,0.9265859767045223
blue,train,0.6596429073672342,0.23814587719679325
blue,train,0.4048339427886346,0.6128029948030586
red,train,0.8061648638324531,0.23924900935404592
red,train,0.26094211110811905,0.19769643775992818
blue,train,0.5083355946036613,0.9778893363394783
red,train,0.26075826160572,0.47364891836387835
blue,train,0.48554723826312474,0.21743980501059668
blue,train,0.6491364676900082,0.40452421631937363
blue,train,0.4394377288063952,0.21265037269812237
red,train,0.22902882374910283,0.3533291939689972
red,train,0.9765051083738711,0.05030745486487764
blue,train,0.48378265521843644,0.6196416817890706
blue,train,0.4005970346009251,0.6181614852327378
red,train,0.8532135167134266,0.344683644884465
red,train,0.8644720499103706,0.6415532865147164
red,train,0.04197776592770319,0.3589750993732779
red,train,0.21584970093546973,0.5318355119923441
red,train,0.9952960697911905,0.34193890054735754
blue,train,0.478537220595609,0.7028884315206146
red,train,0.8172208535633068,0.7228035108198586
red,train,0.9742817642881485,0.951347297856003
red,train,0.7116827505849815,0.2569395433010122
red,train,0.10679992411078687,0.8181041139472983
blue,train,0.36265160449089195,0.2052643913792046
red,train,0.2603011158345049,0.39258821512318076
red,train,0.16803934636428686,0.4154836876138266
red,train,0.003673298718199325,0.027093483103415417
blue,train,0.5443084464386096,0.7156709789615663
red,train,0.08495050014689753,0.7250805386232305
blue,train,0.5122860268081437,0.5028701248125557
red,train,0.158508807383261,0.9465578865164229
red,train,0.9663308132687521,0.17560130183557998
blue,train,0.4179057321869871,0.1543576654514065
red,train,0.15210113853340834,0.3845379475231713
blue,train,0.3273110191503704,0.4282370186448715
red,train,0.12269631582946705,0.7893927458686749
red,train,0.8917267767217826,0.027590597668094907
blue,train,0.33778066532430207,0.7457513163534186
red,train,0.8949273891740335,0.18996402814715618
blue,train,0.3591773091647231,0.7381666334425406
red,train,0.09967084572782159,0.61751790822706
blue,train,0.3384657725091077,0.2345074600980478
red,train,0.005017833739820232,0.53907830785404
red,train,0.7154141470734486,0.23096869966938693
red,train,0.2619737754163072,0.8767041280921056
blue,train,0.40200921579945426,0.8424179994834157
blue,train,0.34471610317926316,0.6294043694520565
blue,train,0.6619489573573616,0.729927606864273
red,train,0.17395704542434887,0.8180042625026518
blue,train,0.5691063372593773,0.6159270831344826
red,train,0.92465970927837,0.5243146447707032
blue,train,0.6707811336987011,0.07860542086035471
blue,train,0.5191211273054928,0.05894090758559578
red,train,0.7343969511456845,0.9648766576924699
blue,train,0.36311709327740604,0.7140014690742331
red,train,0.06806634166313041,0.035997483112597095
red,train,0.9426364488708381,0.9850359391332957
red,train,0.7360763211085796,0.8544902437298314
red,train,0.8960399347807337,0.9181623540232599
red,train,0.23468314790539513,0.3618366641219194
red,train,0.008484967906015384,0.7244209529519363
red,train,0.28575267203104604,0.6468700805182671
red,train,0.7982415335431351,0.5332250641241864
red,train,0.20457822014478444,0.7956497437126184
blue,train,0.6916365253218297,0.3621244360959509
blue,train,0.353428345130965,0.26835867396544855
blue,train,0.49380572421147206,0.699414899063262
red,train,0.8769400136201013,0.4322566422597992
blue,train,0.4568345914907266,0.07845419209472482
red,train,0.036480859247255304,0.7573567277065021
red,train,0.09239179899482375,0.20687190578105719
red,train,0.1866707180478555,0.8849713096844726
blue,train,0.33003158717068903,0.24673458815200877
red,train,0.18713105953285813,0.4651130806120891
red,train,0.059123054649307005,0.2435483007862257
red,train,0.8438960519899503,0.21442705451368016
blue,train,0.5087758526396032,0.49632923755092073
red,train,0.9648334574446926,0.6019937704919995
red,train,0.8207904011266162,0.7982583496452613
blue,train,0.41624289421807625,0.030912807003445675
blue,train,0.6081447584452012,0.5918595734892782
blue,train,0.4898000596494846,0.5086673982759706
blue,train,0.6025491659789732,0.8082946727116176
blue,train,0.3706668331478815,0.4971459755636102
red,train,0.017795068599248953,0.9769610247562426
red,train,0.797884566613176,0.5847741355003145
red,train,0.8527217836303121,0.17516483790783977
red,train,0.9337667605161148,0.6069000810867935
blue,train,0.369831600932505,0.6882222319258735
red,train,0.13510841887366376,0.3238934547153117
blue,train,0.641805116446637,0.0727379446295836
red,train,0.2271699295260844,0.7411056842863418
blue,train,0.5452168815923235,0.7556088238941371
red,train,0.28500160353304227,0.03574473042297577
red,train,0.2868015185157967,0.9703766814620975
red,train,0.1980666574066674,0.11957258477897581
red,train,0.06972460663528446,0.21880213193527887
blue,train,0.44652314680623073,0.7323650729925038
red,train,0.7783577150639585,0.8694865422470898
blue,train,0.5910659494966325,0.5350260278782288
blue,train,0.47290582887984844,0.7481334347494673
red,train,0.024723537205561197,0.7603675813304198
red,test,0.03780759448371862,0.37515456811881265
blue,test,0.34593778184826784,0.18928673743402769
red,test,0.2727838412186937,0.5387040894587959
blue,test,0.6491217060056471,0.6431436590587906
red,test,0.22306374310207777,0.9649168298865758
red,test,0.25407319910181314,0.4753146063223893
red,test,0.7329341940666584,0.7351417432080006
red,test,0.9588560971366229,0.8599345297545578
red,test,0.8365889002266417,0.6930248531592799
blue,test,0.6752558772200158,0.09043569779333116
blue,test,0.5715861267593207,0.47346654425465673
red,test,0.19891891566110997,0.5779521258255714
red,test,0.7038431800959796,0.6359797245703145
red,test,0.7497391023089397,0.029629775179109696
red,test,0.24181680061391042,0.4274127558391372
red,test,0.8045928784203403,0.6164093842514597
red,test,0.053880185621853816,0.11408582473164608
blue,test,0.5483876655941062,0.35309326942938546
red,test,0.8585760807408406,0.27046388124886767
red,test,0.8514575887448323,0.019023701569256146
blue,test,0.5686241735302159,0.9229181886442805
red,test,0.7069834288175154,0.6331554705536412
blue,test,0.36877115988963116,0.22999134687782163
red,test,0.7925907627247603,0.448458287508402
red,test,0.7719786773885826,0.7434826559649149
red,test,0.9869308548700213,0.9476948732944069
blue,test,0.45931121419457466,0.36836323333746146
red,test,0.22308108042511243,0.7901321608908632
blue,test,0.3314350717862835,0.7128895883432604
red,test,0.025502725388503733,0.856970375878394
red,test,0.10766893022293755,0.6987776278654722
blue,test,0.504579040123505,0.11556895222661401
red,test,0.18348928626413485,0.20858623476206095
blue,test,0.5530765090927293,0.38463594859774586
red,test,0.16667896270702842,0.562173247495077
red,test,0.11413714016833854,0.5050949225804492
blue,test,0.42069538100416815,0.4904946811688965
blue,test,0.37707022270856416,0.04776149013481046
blue,test,0.44554584308793976,0.9109335872328183
red,test,0.08589556906427209,0.3559451056184253
red,test,0.8529496337396482,0.363897789793459
red,test,0.9379294828096145,0.3726950706337884
blue,test,0.46412396631146213,0.38514210323950404
red,test,0.7872388450216108,0.16196450154695186
red,test,0.8399336251979447,0.7443204291065827
red,test,0.741832639520761,0.9565374336694928
red,test,0.09330357514503707,0.5612669221727505
blue,test,0.5882463020551729,0.03202439250792877
red,test,0.11995769216581287,0.8279286077476664
blue,test,0.5801353643542516,0.971155612406664
