class,split,feature1,feature2
blue,train,0.19049953601779723,0.9788036856090079
blue,train,0.16490295288171142,0.16803563043630798
blue,train,0.4518390883384471,0.7781030226989807
blue,train,0.4923011425803886,0.35496803871555016
blue,train,0.9275097304176095,0.16988721365812798
blue,train,0.6713513604452874,0.44570306799667736
blue,train,0.2076584330835508,0.20576877371550084
blue,train,0.5322271411286273,0.2320121193454051
blue,train,0.7578415878922851,0.057498764403131286
red,train,0.7551626057907331,0.9639512655671445
blue,train,0.1767082334952338,0.3410841594562005
red,train,0.6774755693031242,0.7001950322944025
blue,train,0.8759081802095495,0.1009188975229558
blue,train,0.3558182028189809,0.09490839064204537
blue,train,0.0859624378570254,0.8286654883590339
red,train,0.9872660079289184,0.9515721484199352
blue,train,0.2705141786182813,0.6874069836887303
blue,train,0.1763191953518608,0.7020269647643709
red,train,0.5926249224847163,0.9813075032372975
red,train,0.5356649863420068,0.9210054223192978
blue,train,0.35768589793325467,0.66835095838658
blue,train,0.02208503701178255,0.017668669040975304
blue,train,0.4310343990932045,0.9331568603129161
blue,train,0.057323067753401014,0.425681783938066
red,train,0.5669027354406586,0.5070974231214574
blue,train,0.9236257109164949,0.4521452335300381
blue,train,0.14502762866065566,0.19840856555395248
blue,train,0.3905175919956736,0.42993294624758416
blue,train,0.7003652508197675,0.24380968140443537
blue,train,0.7297273507369686,0.32255491746263587
blue,train,0.3692625686105724,0.31841304749175137
blue,train,0.2624332058704928,0.6150433356730829
red,train,0.7464091470628378,0.7638165818259187
blue,train,0.2590457724919839,0.14785050311122894
blue,train,0.10019593081278577,0.7378846508892225
blue,train,0.12797729484894305,0.05944538208585437
blue,train,0.16382176493363831,0.33138873603873376
blue,train,0.6248675072122005,0.24781379995775965
blue,train,0.6524269485746351,0.1425350612132965
red,train,0.5263578225219158,0.9302759469059271
blue,train,0.4264457859048998,0.2101412317311101
blue,train,0.1887917186208251,0.2446705238845287
red,train,0.5977765534546916,0.9337056054402821
blue,train,0.2905921548403414,0.9399307014964761
blue,train,0.47528899853512574,0.7875192876147095
blue,train,0.3421310072258581,0.06080397530102433
blue,train,0.7900140898717362,0.3833405936223452
red,train,0.9117738298840324,0.7076295433772287
red,train,0.8213326009629899,0.5926326988054632
blue,train,0.4336479024166171,0.7711611528837714
blue,train,0.669554007915197,0.2681784180656166
blue,train,0.36096925565352955,0.04301663043911441
blue,train,0.43015171123381934,0.9641649317718921
blue,train,0.2567157835294369,0.41362412915213465
blue,train,0.3256630236339053,0.6573682668280356
blue,test,0.03559114210844305,0.5081691257171184
blue,test,0.3324154316707264,0.49784127303558123
blue,test,0.3364149230165028,0.841679935117183
blue,test,0.1757434797805273,0.7248933724277555
blue,test,0.38178380589422,0.3425165810975763
blue,test,0.26219019182450176,0.4214439760241231
blue,test,0.5528382761141281,0.3059467410614509
blue,test,0.22132354638438456,0.947352763993139
red,test,0.8439419856989897,0.998836410800457
blue,test,0.7685271112696955,0.2241993781179905
blue,test,0.2487562982673912,0.8794289047183544
blue,test,0.057239205590112974,0.3690303362483208
red,test,0.7770023865904114,0.6120642766697102
blue,test,0.8643178864381565,0.1616527869724722
blue,test,0.45376918071649763,0.36190584166410367
blue,test,0.26927323558272875,0.17896317571392395
blue,test,0.8561422964194251,0.16494213591342943
blue,test,0.3157066848079235,0.574265191726436
red,test,0.9324065253190004,0.801118717885344
blue,test,0.6031966551878051,0.4898065770318293
red,test,0.7066159319062889,0.6838916902187794
blue,test,0.15148052155455904,0.9359922939036167
blue,test,0.7442316790604009,0.29979860198538544
blue,test,0.14431845620222572,0.27680243440661356
blue,test,0.28608021195739963,0.16982502942641253
blue,test,0.5758291984208709,0.36113839347891097
blue,test,0.16890649214854603,0.5134560087236134
blue,test,0.16941316782919436,0.8507339901523265
blue,test,0.3591894904561336,0.824953874051862
blue,test,0.9554718221851088,0.41367846440962375
red,test,0.7694761837444818,0.6720527929015856
blue,test,0.9962783751268937,0.2867677504135644
blue,test,0.5375917968846801,0.04661203886806031
blue,test,0.9666202914960147,0.49349633280083527
blue,test,0.9059008232873919,0.31048911119390454
blue,test,0.7960373552702239,0.13388543702315447
blue,test,0.29223640621327085,0.11759997452922832
blue,test,0.33931783380197655,0.4008637371932132
blue,test,0.02418083212979638,0.043624905439930695
blue,test,0.9132916632744515,0.03380947947004309
blue,test,0.38424564976100384,0.5109593611215819
red,test,0.751170723728894,0.6753803322852191
blue,test,0.6505667702736853,0.26659722312774015
blue,test,0.1830017716054787,0.4491769705560599
blue,test,0.14550588380251162,0.360303929642634
red,test,0.7046973583637569,0.750783925095849
red,test,0.8460080541186112,0.7000762297888085
red,test,0.5805678072840663,0.8070862577774501
blue,test,0.09576094177789096,0.9392270377121559
red,test,0.5528729575465055,0.7552155916662251
