class,split,feature1,feature2
red,train,0.5762047928644073,0.38610673871872947
red,train,0.05940885029126819,0.9024540000914087
red,train,0.9630345747029161,0.7334783744247105
red,train,0.7641495704088964,0.7087863713063411
blue,train,0.7395306087289595,0.3043628730868727
red,train,0.2706483438880749,0.819009185138192
blue,train,0.3695005629167689,0.17072508357351213
red,train,0.12942606155438885,0.8305951904509811
blue,train,0.21381992672579198,0.44099088479024584
blue,train,0.8307452075755102,0.5423910591700581
red,train,0.5521265360069844,0.7073750529651863
red,train,0.5703641448042708,0.8686557227375594
blue,train,0.365084816131501,0.20624543666256645
red,train,0.24760239464909206,0.7736867704003779
red,train,0.9873992536931933,0.7763413566042229
blue,train,0.9107482764732314,0.268634585667027
blue,train,0.9705100859669692,0.2626395961068767
red,train,0.5814168175968681,0.5195996014845855
red,train,0.9659319719902028,0.7203280234720938
blue,train,0.5033225735949522,0.13531565145960245
blue,train,0.8937986768151366,0.2964929926306342
red,train,0.8326899369281355,0.9011295480733938
blue,train,0.056752912784163945,0.14287535115960692
red,train,0.6769535800232435,0.5654285935804241
blue,train,0.7648083119602687,0.21364960278339962
red,train,0.30195552616323484,0.4300800501352263
red,train,0.4904467677989641,0.8876437141570609
red,train,0.2769840043058701,0.867351833744777
red,train,0.5882390022316565,0.8934316110874629
blue,train,0.1542331700609837,0.2995913471579992
red,train,0.04036842736353963,0.6985177556608673
blue,train,0.8463123582446157,0.3200186376841204
red,train,0.1304485566167669,0.9450912674038981
blue,train,0.2619669925503544,0.37635518105067967
red,train,0.7924798949409897,0.8229794815436976
red,train,0.9156488224570214,0.9145596467679384
red,train,0.7915669549427404,0.9918218156294576
red,train,0.18477914800887663,0.8265705021769735
blue,train,0.2108254967717227,0.41188230681538096
red,train,0.5535176419283745,0.9115828133676377
red,train,0.9129484933053972,0.6276120088867438
red,train,0.5870866268084679,0.463090091023141
red,train,0.6940307114345532,0.82905772335683
blue,train,0.18322018707663812,0.22811576842846537
red,train,0.49046917235269405,0.5918192842696297
blue,train,0.11983739297686269,0.3114374300517475
blue,train,0.5985588829113005,0.29484699993449515
red,train,0.4466702575638427,0.379501645598207
red,train,0.525318344839028,0.787840179294886
blue,train,0.41875956614098375,0.16806954493321258
blue,train,0.7157585690369734,0.49258531798733474
red,train,0.04936359867492479,0.9253925473429248
blue,train,0.29124044171283114,0.14200324206628545
blue,train,0.020494611217490633,0.35003507479528884
red,train,0.8238789538382391,0.8982222315448765
red,train,0.3723685842561363,0.44902469374744236
red,train,0.8111041287690268,0.6964422220687189
red,train,0.6063491371382596,0.6204898025494199
red,train,0.37834718016822577,0.8094354267088851
blue,train,0.5263682755999654,0.1292239719672621
blue,train,0.9387723409719745,0.22499131893557311
red,train,0.6636747368276966,0.9742411702276346
blue,train,0.040562724772118086,0.3417212267015094
blue,train,0.7289581882640392,0.2534933123716693
blue,train,0.7893588924541034,0.15272205219872625
red,train,0.8395867108826379,0.6361868883528475
red,train,0.8849277429927671,0.83603450918392
red,train,0.5413064182398963,0.6282930552100386
red,train,0.8033842717154791,0.9594596151480616
red,train,0.06208513217610645,0.6535311418625741
blue,train,0.8784094365968577,0.23431925918367924
red,train,0.16760223034966026,0.6716127043165829
red,train,0.4754016836403191,0.7660632956565029
blue,train,0.3752585326067347,0.2796331117339853
blue,train,0.08035729724900043,0.1324901839105873
blue,train,0.19610047912371453,0.16034686084902416
red,train,0.9398868184194802,0.7136493682640399
blue,train,0.7499738535450595,0.09881115057580248
red,train,0.4942303080810342,0.4145796125873732
red,train,0.6050677307518211,0.5927411598513225
red,train,0.5688490905495144,0.7350637443955352
blue,train,0.7382310577697134,0.5411044629827383
red,train,0.04127410010729238,0.9939054241872921
red,train,0.9041846590450296,0.5035122668371081
red,train,0.69052697095504,0.8509905246746566
red,train,0.7885702382670474,0.6720235779065972
blue,train,0.9295187087518271,0.12234513640768174
red,train,0.3201398386227705,0.9510887954816819
blue,train,0.014787573836710699,0.15260096509242715
red,train,0.960875007192407,0.5066315863351387
red,train,0.1973419581450644,0.8071195038358221
blue,train,0.39801650655304777,0.13904451253914374
blue,train,0.25616701405082165,0.4506660631338456
red,train,0.10032228363679141,0.8600838321284788
blue,train,0.541573406172865,0.1405075483501097
red,train,0.8861592502792808,0.6075122070262543
red,train,0.6882212414112799,0.8272673677906482
blue,train,0.6048199625270259,0.01725958775974168
blue,train,0.9541739297224316,0.22315127709867433
red,train,0.7354625469097327,0.9274946508645799
red,train,0.441433502103484,0.5150556726944716
red,train,0.6104850741183013,0.42330229759705773
blue,train,0.39422771255058064,0.07614746144900975
blue,train,0.7590378304909363,0.1310961555108895
blue,train,0.18459058222572722,0.3070411542273108
red,train,0.5015325689237977,0.6348648486527307
red,train,0.5559448206768277,0.6823485725768502
red,train,0.5100200279539263,0.6004019986460882
blue,train,0.06559109304525867,0.30584455993980453
blue,train,0.9108066084245691,0.1303509373440196
red,train,0.5643212659860819,0.2959734001962975
red,train,0.34158002556528555,0.9648675423388018
red,train,0.6194044723334591,0.9797369373218265
blue,train,0.5664573299471098,0.26898931725612407
red,train,0.4246710078455965,0.9573039534099342
red,train,0.20225770898668904,0.6049905281162041
red,train,0.11341589761775406,0.9239227466884785
blue,train,0.6487814130609978,0.06186277770046977
red,train,0.9933320817955806,0.6348722983669728
blue,train,0.05585682179387419,0.463338483429072
red,train,0.8426142915650873,0.6676499744519143
blue,train,0.2968955332333929,0.07838282945885733
blue,train,0.23865847258779038,0.4276735111360386
red,train,0.28150235774987264,0.867917232018236
red,train,0.7089779428337728,0.9503877622687238
red,train,0.347440417498705,0.418719092839242
red,train,0.8460475690871334,0.8325075016013768
blue,train,0.9670991502114895,0.22298606587967074
red,train,0.36550904761560066,0.41371422572650884
red,train,0.3624514983273506,0.9789729577553629
blue,train,0.3940709674962344,0.13481683043524328
blue,train,0.7151666722455448,0.34644701541721346
red,train,0.948847806102506,0.39635975184116423
blue,train,0.874402017047107,0.3358930275527108
red,train,0.4823832606684404,0.48595548675098144
red,train,0.9240405381560416,0.6098978062696958
blue,train,0.775451632297897,0.15013411514209885
red,train,0.2618371244855956,0.6690972919399071
red,train,0.2870635932457142,0.7369987120993013
red,train,0.7599476347362887,0.9531581474431707
red,train,0.29232335587543146,0.7513009038877619
blue,train,0.6577788775578691,0.13669830573677433
red,train,0.1721745080956082,0.665255987476276
blue,train,0.1909985276638061,0.0012922556519671113
blue,train,0.9973480581031652,0.18166773807725978
red,train,0.5582922647960195,0.8026331006871107
red,train,0.9957491792743873,0.62375031894416
blue,train,0.6821495886836216,0.3861600369631557
blue,train,0.17650753725809976,0.1895326432915111
red,train,0.7148532324723261,0.9189991476735456
red,train,0.026304011853960363,0.6696563407335273
red,train,0.5582531351346066,0.7297299884223286
red,train,0.7246037052215069,0.583216742339241
red,train,0.706039035156747,0.8383397510598665
red,train,0.45153667669670217,0.41015047582566677
blue,train,0.8858776473094031,0.0058490885840407625
red,train,0.2736224810740093,0.49786988048349046
blue,train,0.18706624023977803,0.22845071076731727
blue,train,0.03354365273154625,0.09010980874264551
red,train,0.9372523146817754,0.5742323200143156
blue,train,0.24584924052023094,0.3395050537400516
blue,train,0.2909442957143852,0.22476009485431647
blue,train,0.883533186618626,0.45985695950292305
blue,train,0.2454889168115928,0.08442049965458853
red,train,0.7241972996907987,0.9002366803210238
blue,train,0.13197142045041177,0.13904116437413616
red,train,0.6384310677748664,0.9384124402423716
red,train,0.05690850635987288,0.7165190863669999
red,train,0.707464751700239,0.7698179063453983
red,train,0.34498004657231074,0.9239737425893797
blue,train,0.5389791938947641,0.16587280968810603
blue,train,0.14904889948139155,0.5247097263040826
blue,train,0.9265113057006396,0.14689030813769766
red,train,0.06349382531795877,0.6378546524649582
red,train,0.31270009119914544,0.5413693290722288
blue,train,0.8254750305087019,0.4641881383801765
red,train,0.971943083279029,0.5247941199156303
red,train,0.4604321132361442,0.3082862377644051
blue,train,0.9524084678747854,0.03228052511421686
blue,train,0.27648143851294427,0.33603641416372587
blue,train,0.8431768570539132,0.23561908439922052
blue,train,0.18594923625419468,0.3596376666839568
blue,train,0.3434851094899254,0.19735093741009446
red,train,0.3551410644441514,0.39738267329596044
blue,train,0.3656648964892296,0.025181798845645087
red,train,0.647344173662583,0.8871520932909601
blue,train,0.20903843842253844,0.3162654413713971
red,train,0.3077261548821366,0.6565359101021097
red,train,0.4315261543272235,0.6496033145146395
red,train,0.10036223139223688,0.7915967434295507
red,train,0.46441360462706416,0.42870578263267467
red,train,0.4924849346573341,0.6161162826645821
red,train,0.5914685554500702,0.8520218899748428
blue,train,0.7674651026450591,0.41204277393079025
blue,train,0.4493168167434063,0.15995809337487898
red,train,0.8425417209481116,0.5794670512604325
red,train,0.3219128706874006,0.9508287152001643
red,train,0.2444856445548962,0.9117752235836664
red,train,0.5062692818831539,0.8819118454136782
blue,train,0.9295202816167103,0.3367890238775886
blue,train,0.12687767410578732,0.34966514223047573
blue,train,0.8193303029456769,0.18015979039966046
blue,train,0.6190000539894812,0.12569502773188468
blue,train,0.41349098075136925,0.17979248966661554
blue,train,0.2650748957126482,0.45066723702952405
blue,train,0.8955982375202887,0.13204938722150716
blue,train,0.21019070652235416,0.5123787007835616
blue,train,0.02596435734726099,0.38404064408979155
red,train,0.5953969055396627,0.45980633939356064
red,train,0.8999410630712769,0.5449008513550906
blue,train,0.6960630511775769,0.2153561548179429
blue,train,0.34113985888440446,0.2135208411452173
red,train,0.4642995085395316,0.7499874990055797
red,train,0.030935640057654257,0.8264108902151304
red,train,0.4240816404049714,0.38979414531205514
red,train,0.28997362153210593,0.801143943102541
blue,train,0.13967345664353148,0.15497840169650356
red,train,0.02477852440950845,0.7795192333521859
red,train,0.5119172994874231,0.40057931084397824
red,train,0.9580201685423062,0.5895271892828887
blue,train,0.7880358606901668,0.49138126691884065
blue,train,0.12634842349810516,0.062101551896023954
blue,train,0.1692501293533849,0.11378477022404909
red,train,0.8571495182012724,0.5562055975946182
blue,train,0.6517102291163946,0.10519551650500247
blue,train,0.09286162423505673,0.31725601131060677
red,train,0.7577650097145529,0.9959370874317324
red,train,0.44285469328423677,0.4795201875436925
blue,train,0.163736843203513,0.5792913982738854
red,train,0.9352123709080055,0.5887869475523991
blue,train,0.15637151346297595,0.06684958880364456
red,train,0.8845946858682803,0.6621039619873659
blue,train,0.2893985889144405,0.39949308872784306
blue,train,0.9306993421276788,0.2569872145377964
red,train,0.7718619388930863,0.9083360824786358
red,train,0.735344655069648,0.5855203248656372
red,train,0.6841742512486808,0.6372756863539463
blue,train,0.7924109471877425,0.14296067086333264
red,train,0.12806835804128758,0.9516330594158314
red,train,0.763856428826847,0.6407534853815039
blue,train,0.4619411126550578,0.12945799546624814
red,train,0.6099935795847607,0.6614814845802923
blue,train,0.32190548340851155,0.13627458114508795
blue,train,0.7597845581439906,0.24258104669689728
blue,train,0.985069271082793,0.27096232059086256
blue,train,0.8496730481946809,0.39095200776899186
red,train,0.969143597287602,0.8096221387232508
red,train,0.5591958036351179,0.314824465394285
red,train,0.027624283218274037,0.8060238382438645
red,train,0.11177854778573026,0.81512110571122
red,train,0.9916490449948907,0.9219189994140993
red,train,0.2528407751771623,0.8590119380877117
red,train,0.3370320814625095,0.8285321606144936
red,train,0.8113824539237775,0.7921029475839466
blue,train,0.4329694100289623,0.07141680239580994
blue,train,0.22406554809893964,0.01154105606240019
blue,train,0.8430498733368503,0.5617640064045324
blue,train,0.15756899401048463,0.3007147461856129
red,train,0.44696498843426646,0.5762251396665303
red,train,0.9214065237461521,0.5618179812085631
red,train,0.6667513236923186,0.6408500430676255
blue,train,0.7139661411458057,0.13253204046629474
red,train,0.41904311449595166,0.49952884116981133
blue,train,0.26571687564995994,0.37955158492976926
blue,train,0.7985801065878193,0.28513567309178456
red,train,0.43106301646925804,0.9492494212865416
red,train,0.8960888977568818,0.6680815286883024
red,train,0.924352672791599,0.49524862597500785
red,train,0.5219135077335884,0.7561421787969745
blue,train,0.3653901754929467,0.042998077463161644
blue,train,0.4514003770291892,0.06814622806379134
red,train,0.27577179517039063,0.7449186525926563
red,train,0.9301027995321722,0.6931395006363201
red,train,0.2787605979881794,0.5366631648938655
red,train,0.5692486624013237,0.9106450590223263
red,train,0.7221112808929397,0.8316583118852511
red,train,0.23839397203134738,0.7024748238243804
red,train,0.6472578922946917,0.8090795312636743
red,train,0.7409397486183541,0.7487705261016838
red,train,0.4272748510713321,0.6280445254730557
blue,train,0.8912174026400027,0.029035360908251096
red,train,0.650923474990084,0.536168954685274
red,train,0.6666775965556353,0.8190045538540552
blue,train,0.17073790924292565,0.03242529214382617
red,train,0.12077785473234115,0.8303251484885141
blue,train,0.1501939256399618,0.2802301388889997
red,train,0.5679453827400779,0.6349580755131147
red,train,0.46714263124108946,0.5415880434196524
red,train,0.9395740826426696,0.9433781754646123
blue,train,0.8107127662081799,0.5358722321506172
blue,train,0.7403604533932057,0.03681817677006227
red,train,0.8706515820818752,0.5830091048663353
blue,train,0.6631845210055637,0.05822504102453252
red,train,0.9525996497027512,0.5734124122165563
blue,train,0.14225698518641183,0.5086079218138699
red,train,0.26038926590608735,0.7832495396354479
blue,train,0.12817519146649714,0.17678599046359955
red,train,0.8830693058344892,0.8570532614308864
red,train,0.13536794615599224,0.8889293876031121
blue,train,0.9812288058075967,0.2546209326006855
blue,train,0.5748863896368819,0.1888149744510662
red,train,0.8527310199813363,0.9792326580593788
blue,train,0.7897034109503911,0.10559864794370721
red,train,0.4330356499511967,0.5202571698774366
blue,train,0.7456676418963937,0.18031186650832454
red,train,0.6104988187933921,0.7329002078420425
blue,train,0.045694353875573857,0.1551714405044693
red,train,0.7347170837762859,0.8210466999808186
blue,train,0.9707745890406401,0.08008229035850056
red,train,0.14847972251947328,0.6970071622818249
red,train,0.6974264927277716,0.94526761851107
blue,train,0.7320884910718222,0.008692297871508492
red,train,0.7281577393550683,0.8916255720268257
blue,train,0.07882024332648152,0.3549430137800099
blue,train,0.79880239383679,0.02029226065155898
red,train,0.5287670744649499,0.7988643941416212
red,train,0.17373911944931886,0.6349561851501586
red,train,0.25534615678118866,0.7792807665084269
blue,train,0.0816737130480687,0.48357545351347064
red,train,0.07677948671006452,0.6976745931235052
blue,train,0.01317687325699235,0.3534267618662874
red,train,0.04299771420915621,0.7577420829517573
red,train,0.377487172609572,0.5835157790999763
blue,train,0.8592113940386096,0.07372012417511975
blue,train,0.11680090972834023,0.18594484514304188
red,train,0.8456376156458931,0.6755444501937324
red,train,0.9499390615405005,0.6292291309809077
blue,train,0.7066333771785769,0.40967348057022546
blue,train,0.2168888731565526,0.28249042250583367
blue,train,0.3119237546829994,0.255339616658657
blue,train,0.15635274803462362,0.2964020543532342
red,train,0.06285392980032145,0.5544356752852458
blue,train,0.8839650167680595,0.2642543037757271
blue,train,0.6903194601132049,0.36844049807565515
red,train,0.8718661588669988,0.9730316865711687
blue,train,0.29494977207449147,0.41539585562401926
blue,train,0.5535336638018588,0.04318074293239449
blue,train,0.4876059918825537,0.11217421530928173
red,train,0.6010554072084645,0.8483984994904002
red,train,0.49337954799347783,0.4676276425623245
red,train,0.12683073286820978,0.8170226262048218
blue,train,0.8634784602827478,0.5072173667086992
red,train,0.12027518356058631,0.7970991012028975
blue,train,0.049991400367263905,0.2036351378091581
blue,train,0.23910739871617948,0.29114524845155176
red,train,0.8166621123328621,0.8744783985600844
red,train,0.21700842982603297,0.8956473464638374
red,train,0.30770119801273943,0.5538786601318965
red,train,0.46156729348146286,0.289262513096467
red,train,0.011448193212462043,0.5603787947237604
blue,train,0.07171730115770358,0.13094726473766194
red,train,0.3383838522308775,0.49042004874207945
red,train,0.44407403207490415,0.7643777055960527
red,train,0.31074328305223065,0.4378545923818603
blue,train,0.2032454771472233,0.5574754852831783
red,train,0.16609634025420061,0.9713642204829346
red,train,0.03254256858547189,0.8518337298028615
blue,train,0.07054573090708283,0.24564518677071723
red,train,0.42243340798437734,0.40548532610340426
blue,train,0.7134409618522589,0.1255256256434618
red,train,0.5596020621648748,0.5526058320004889
blue,train,0.052179970651579755,0.47735638819195125
blue,train,0.16799109781274713,0.22391688292820489
red,train,0.2680208149714003,0.9949230122899395
blue,train,0.6894867876941919,0.25418332082493433
red,test,0.554768053995259,0.9668910740115725
blue,test,0.07783369510596938,0.14555462293865506
red,test,0.9809463724915952,0.5637033419396972
red,test,0.6011792868590292,0.7484830155975651
red,test,0.3261568802070902,0.6820376454057585
blue,test,0.5445723556189872,0.21645681033639042
red,test,0.325505243225117,0.7503656869992957
blue,test,0.19773175438872626,0.3360421303222284
red,test,0.022374582670572796,0.8194885107945423
blue,test,0.41676808410227895,0.057698757458269356
red,test,0.030885850420943495,0.726632231889742
blue,test,0.8075685113953427,0.21162151208042124
blue,test,0.16121432154002502,0.48033802368541745
red,test,0.39914897125437165,0.6025168678176958
red,test,0.830340765756188,0.6767101554794718
red,test,0.26761774811016614,0.7580658674309684
red,test,0.4748753538239989,0.7937816852323246
blue,test,0.6928978672496401,0.017681649602467542
red,test,0.5433597697929693,0.34486916837758286
blue,test,0.7834071638681943,0.008859469713896506
red,test,0.4211632631775326,0.5423500245769868
blue,test,0.43149694054274734,0.19454506412714712
red,test,0.7707459490907833,0.7705128040061097
red,test,0.5117672425721065,0.7665298276235121
blue,test,0.03995597265647011,0.2854737830276812
red,test,0.9075628073127971,0.8861254385564963
blue,test,0.1939407823122502,0.05228054497922674
red,test,0.9359119930187523,0.6479938083674961
blue,test,0.7081933953687463,0.536429763396748
red,test,0.1390860625712267,0.7841881466420346
red,test,0.684238435249797,0.6300375873998806
blue,test,0.6811173131503211,0.3848539216741137
blue,test,0.07884857030221704,0.354449149874847
blue,test,0.45108870258247735,0.0721957917656112
blue,test,0.7821944272493537,0.022695847041229733
red,test,0.4603250336794519,0.7120701919163941
red,test,0.5417285670802608,0.4224825270548086
blue,test,0.6983863941371266,0.19734550100179615
red,test,0.9909780984190806,0.43653069826850166
blue,test,0.015690801881688143,0.18780617049684478
red,test,0.5325860818573084,0.849343698461865
red,test,0.37095297833185126,0.7168858532271752
blue,test,0.852047636003342,0.4098457065484765
blue,test,0.8444064403008256,0.09412070076430334
red,test,0.7004565819918096,0.9306079647514572
red,test,0.1620875636582959,0.9376035174837832
blue,test,0.8911634442797072,0.24910453238115826
red,test,0.3767799477652457,0.5481937840205277
red,test,0.920014753597866,0.9529878757635218
red,test,0.5892312883489103,0.9441415778190955
